"household_type","job_dep","work_condition","DEGREE","Employer_category","JOB_CATEGORY","Job_description","type_of_contract","working_hours","employee_count","INSEE_CODE","Age_2019","activity_sector","Sex","Wage"
"M_4_1","62","P","educ|1|4","ct_9","O","525d","CDI",1249,"tr_4","62067",35,"QB","Female",10677
"M_4_1","62","C","educ|1|4","ct_9","O","554b","CDI",1868,"tr_2","62160",37,"GZ","Female",15933
"M_4_1","59","P","educ|1|4","ct_9","O","554e","CDI",431,"tr_1","62203",20,"GZ","Female",3272
"M_4_2","59","C","educ|1|4","ct_9","O","643a","CDI",298,"tr_5","62674",56,"GZ","Male",3618
"M_3_2","62","P","educ|1|4","ct_2","X","524c","AUT",172,"tr_6","62769",29,"OZ","Female",4411
"M_1_2","64","C","educ|1|4","ct_9","O","461d","CDI",1819,"tr_3","64129",53,"MA","Female",22647
"M_4_1","68","C","educ|1|4","ct_8","O","543g","CDI",1820,"tr_3","68062",54,"QB","Female",21818
"M_4_2","69","C","educ|1|4","ct_9","O","478a","CDI",1820,"tr_3","69115",32,"JA","Male",29970
"M_4_3","69","C","educ|1|4","ct_9","X","551a","AUT",1314,"tr_6","69282",28,"GZ","Female",10856
"M_1_2","69","C","educ|1|4","ct_9","O","542a","CDI",1878,"tr_4","69289",46,"MA","Female",34316
"M_4_1","69","C","educ|1|4","ct_9","O","673c","CDI",1790,"tr_6","69387",58,"CL","Male",22734
"M_4_1","72","Y","educ|1|4","ct_8","O","525d","CDI",288,"tr_6","72181",51,"QA","Female",3135
"M_3_2","38","P","educ|1|4","ct_1","X","525a","AUT",484,"tr_6","74281",21,"PZ","Female",3144
"M_3_1","75","C","educ|1|4","ct_9","O","543f","CDI",2200,"tr_1","75111",38,"PZ","Male",43218
"M_4_1","75","C","educ|1|4","ct_9","O","542a","CDI",2200,"tr_2","75119",44,"NZ","Female",50324
"M_4_1","94","P","educ|1|4","ct_9","O","373a","CDI",1259,"tr_6","77075",61,"MA","Male",35579
"M_4_1","77","C","educ|1|4","ct_8","O","526d","CDI",1812,"tr_4","77288",40,"QB","Female",15478
"M_4_2","75","C","educ|1|4","ct_9","O","632g","CDI",3000,"tr_1","78152",44,"MB","Male",70680
"M_4_1","83","C","educ|1|4","ct_9","O","641a","CDI",2028,"tr_3","83061",62,"HZ","Male",14923
"M_4_2","83","C","educ|1|4","ct_9","O","534a","CDI",1253,"tr_2","83137",22,"NZ","Male",14698
"M_4_1","85","C","educ|1|4","ct_9","O","542a","CDI",1829,"tr_2","85133",35,"GZ","Female",18190
"M_4_1","86","C","educ|1|4","ct_7","O","563c","CDI",1105,"tr_1","86066",52,"TZ","Female",11391
"M_4_1","91","C","educ|1|4","ct_9","O","676e","CDI",472,"tr_5","91174",20,"NZ","Female",6228
"M_4_1","91","C","educ|1|4","ct_9","O","684b","CDI",2892,"tr_5","91216",48,"EZ","Male",23464
"M_4_1","94","C","educ|1|4","ct_8","A","467c","APP",614,"tr_6","92020",23,"KZ","Female",3970
"M_1_1","91","C","educ|1|4","ct_9","O","643a","CDI",550,"tr_3","92063",28,"HZ","Male",3950
"M_1_1","93","C","educ|1|4","ct_9","O","641b","CDI",2008,"tr_6","93046",52,"HZ","Male",29217
"M_4_1","75","C","educ|1|4","ct_9","O","534a","CDI",1947,"tr_6","93066",43,"NZ","Male",16828
"M_4_1","75","C","educ|1|4","ct_9","A","464a","CDD",592,"tr_6","95018",21,"GZ","Female",3462
"M_4_1","95","P","educ|1|4","ct_9","O","554a","CDD",432,"tr_6","95229",31,"GZ","Female",13281
"M_4_1","69","C","educ|1|5","ct_1","O","523b","AUT",1577,"tr_4","01143",38,"PZ","Female",14725
"M_3_2","74","P","educ|1|5","ct_6","O","554a","CDI",770,"tr_1","01170",47,"CA","Female",5757
"M_1_2","06","C","educ|1|5","ct_8","O","526a","CDI",1816,"tr_4","06027",38,"QA","Female",16757
"M_4_1","06","P","educ|1|5","ct_9","O","554e","CDI",976,"tr_1","06153",40,"GZ","Female",9006
"M_1_2","13","F","educ|1|5","ct_9","O","525d","CDI",429,"tr_2","13203",40,"QB","Female",3529
"M_1_2","19","P","educ|1|5","ct_8","O","525d","CDI",336,"tr_3","19161",46,"QB","Female",3542
"M_4_2","21","C","educ|1|5","ct_9","O","674c","CDI",493,"tr_1","21072",35,"CA","Male",4906
"M_4_1","25","C","educ|1|5","ct_9","O","626b","CDI",1822,"tr_5","25070",39,"CJ","Male",17418
"M_4_1","29","P","educ|1|5","ct_6","O","554a","CDI",1475,"tr_1","29196",54,"GZ","Female",12888
"M_3_2","34","C","educ|1|5","ct_6","A","681a","APP",1607,"tr_1","30032",21,"FZ","Male",9949
"M_1_1","30","C","educ|1|5","ct_9","O","636d","CDI",2235,"tr_2","30202",26,"IZ","Male",22947
"M_3_2","30","C","educ|1|5","ct_8","O","526b","CDI",1942,"tr_2","30255",41,"QA","Female",17470
"M_1_1","31","C","educ|1|5","ct_9","O","473b","CDI",1773,"tr_6","31149",37,"CL","Male",33742
"M_1_1","31","C","educ|1|5","ct_6","O","672a","CDI",2002,"tr_1","31182",29,"FZ","Male",21588
"M_4_1","31","C","educ|1|5","ct_9","O","543f","CDD",1678,"tr_1","31282",43,"PZ","Female",19119
"M_1_2","31","C","educ|1|5","ct_4","O","542a","CDI",1820,"tr_4","31287",46,"SZ","Female",19658
"M_4_1","31","P","educ|1|5","ct_9","O","541d","TTP",387,"tr_5","31488",31,"NZ","Female",3525
"M_4_1","31","C","educ|1|5","ct_6","O","434b","CDI",606,"tr_2","31557",31,"MA","Female",14782
"M_4_1","33","C","educ|1|5","ct_8","O","545d","CDI",1800,"tr_6","33003",53,"OZ","Female",25457
"M_4_1","33","C","educ|1|5","ct_9","A","478a","APP",1820,"tr_6","33091",22,"JB","Male",11051
"M_4_3","36","C","educ|1|5","ct_9","O","525d","CDI",1827,"tr_4","36044",59,"QA","Female",14378
"M_4_1","37","C","educ|1|5","ct_9","O","541d","CDI",2200,"tr_6","37261",45,"JB","Female",39959
"M_4_1","38","C","educ|1|5","ct_9","O","676c","TTP",372,"tr_1","38139",30,"NZ","Male",3151
"M_4_1","38","P","educ|1|5","ct_6","O","543h","CDI",548,"tr_0","38189",32,"GZ","Female",6393
"M_4_1","38","C","educ|1|5","ct_7","O","563c","CDI",1019,"tr_0","38340",54,"TZ","Male",27101
"M_4_1","39","P","educ|1|5","ct_8","O","563b","CDI",1774,"tr_3","39179",57,"QB","Female",14490
"M_3_2","69","C","educ|1|5","ct_9","O","551a","CDI",2267,"tr_4","42208",35,"GZ","Female",21780
"M_4_1","42","C","educ|1|5","ct_9","A","631a","APP",708,"tr_1","42338",19,"FZ","Male",4882
"M_4_1","44","P","educ|1|5","ct_8","O","526d","CDI",866,"tr_4","44109",46,"QB","Female",16638
"M_1_2","45","C","educ|1|5","ct_9","A","543c","APP",1337,"tr_3","45104",23,"GZ","Female",11792
"M_4_1","49","C","educ|1|5","ct_9","O","551a","CDI",1831,"tr_6","49007",25,"GZ","Male",15905
"M_4_1","49","P","educ|1|5","ct_9","O","551a","CDI",899,"tr_1","49099",39,"GZ","Male",7336
"M_4_1","54","C","educ|1|5","ct_9","O","545b","CDI",2035,"tr_1","54152",51,"KZ","Female",29951
"M_4_1","57","C","educ|1|5","ct_3","O","632k","CDI",1820,"tr_3","57685",49,"QB","Male",17234
"M_4_1","59","P","educ|1|5","ct_8","O","434d","CDI",1651,"tr_4","59183",41,"QB","Female",20326
"M_4_1","72","C","educ|1|5","ct_9","O","621e","CDI",1753,"tr_3","59464",25,"FZ","Male",22058
"M_1_1","59","P","educ|1|5","ct_8","O","676e","CDI",892,"tr_6","59560",43,"QB","Male",3788
"M_4_3","59","C","educ|1|5","ct_9","A","554a","APP",1803,"tr_1","59646",21,"GZ","Female",8606
"M_1_2","59","P","educ|1|5","ct_8","O","526d","CDI",758,"tr_5","62170",35,"QB","Female",7188
"M_4_2","62","C","educ|1|5","ct_9","O","621b","CDI",1835,"tr_5","62489",46,"FZ","Male",19578
"M_4_2","62","C","educ|1|5","ct_9","O","632g","CDI",1845,"tr_2","62842",25,"FZ","Male",18741
"M_3_2","64","P","educ|1|5","ct_2","O","525b","CDI",596,"tr_2","64328",53,"OZ","Female",5719
"M_4_1","67","C","educ|1|5","ct_9","O","632f","CDI",1848,"tr_3","67101",44,"FZ","Male",21346
"M_4_1","67","P","educ|1|5","ct_1","O","563b","TOA",968,"tr_4","67482",39,"PZ","Female",11131
"M_3_2","68","P","educ|1|5","ct_9","O","552a","CDI",1173,"tr_6","68224",21,"GZ","Female",12162
"M_4_1","68","P","educ|1|5","ct_2","O","563b","TOA",1509,"tr_1","68226",30,"PZ","Female",14739
"M_4_1","69","C","educ|1|5","ct_9","O","676d","CDI",1744,"tr_5","69029",30,"HZ","Male",20322
"M_4_1","69","C","educ|1|5","ct_9","O","643a","CDI",1978,"tr_4","69081",31,"HZ","Male",14435
"M_4_1","69","C","educ|1|5","ct_6","O","681a","CDI",1586,"tr_1","69121",28,"FZ","Male",23216
"M_4_1","69","C","educ|1|5","ct_9","O","542a","CDI",2028,"tr_1","69256",46,"QA","Female",24077
"M_3_1","71","C","educ|1|5","ct_9","O","652a","TTP",616,"tr_6","71306",41,"NZ","Male",16437
"M_4_1","71","C","educ|1|5","ct_9","O","632g","CDI",1387,"tr_1","71533",28,"FZ","Male",13527
"M_4_1","74","C","educ|1|5","ct_9","O","551a","CDI",1842,"tr_3","74161",33,"GZ","Male",14321
"M_4_1","94","C","educ|1|5","ct_9","O","653a","CDI",1840,"tr_6","76164",48,"CM","Male",17020
"M_4_3","76","P","educ|1|5","ct_9","O","542b","CDI",1562,"tr_5","76331",47,"GZ","Female",13519
"M_4_1","76","C","educ|1|5","ct_8","O","526a","CDI",1820,"tr_4","76351",29,"QB","Female",16848
"M_4_1","76","C","educ|1|5","ct_9","O","546c","CDI",1820,"tr_2","76351",41,"HZ","Female",21319
"M_4_1","80","C","educ|1|5","ct_6","O","632a","CDI",2055,"tr_1","76396",41,"FZ","Male",20164
"M_1_1","60","C","educ|1|5","ct_6","O","632e","CDI",1791,"tr_1","77069",31,"FZ","Male",44674
"M_4_1","93","C","educ|1|5","ct_5","O","534a","CDI",1824,"tr_6","77108",43,"HZ","Male",38181
"M_4_1","77","P","educ|1|5","ct_9","O","463e","CDI",1452,"tr_1","77142",46,"GZ","Male",59582
"M_2_0","78","P","educ|1|5","ct_9","O","552a","CDI",1030,"tr_6","78440",24,"GZ","Female",11467
"M_1_1","83","C","educ|1|5","ct_2","X","524c","AUT",1657,"tr_6","83069",21,"OZ","Male",11159
"M_2_0","29","C","educ|1|5","ct_1","O","532b","AUT",1824,"tr_6","83070",30,"OZ","Male",21499
"M_4_1","91","C","educ|1|5","ct_9","O","543h","CDI",430,"tr_1","91174",19,"NZ","Male",3205
"M_4_1","91","C","educ|1|5","ct_9","O","478a","CDI",2083,"tr_2","91191",41,"JA","Male",29894
"M_1_2","94","P","educ|1|5","ct_1","O","524b","CDI",1456,"tr_6","91691",46,"OZ","Female",28853
"M_3_2","75","C","educ|1|5","ct_2","O","524c","AUT",1819,"tr_3","94071",42,"OZ","Female",22228
"M_4_1","93","C","educ|1|5","ct_5","O","641b","CDI",3000,"tr_6","95582",30,"HZ","Male",44870
"M_4_1","71","C","educ|1|6","ct_6","O","545c","CDI",1844,"tr_1","01202",59,"KZ","Female",28216
"M_1_2","93","C","educ|1|6","ct_8","O","432d","CDI",384,"tr_4","02027",24,"QB","Female",3278
"M_1_1","77","C","educ|1|6","ct_9","O","465a","CDI",1819,"tr_3","02061",48,"NZ","Male",35193
"M_4_1","06","C","educ|1|6","ct_8","O","431f","CDI",1917,"tr_6","06058",26,"QA","Female",26776
"M_4_1","06","C","educ|1|6","ct_9","O","543b","CDD",1461,"tr_2","06067",39,"CJ","Female",17383
"M_3_2","10","C","educ|1|6","ct_6","O","542a","CDI",1605,"tr_1","10387",29,"MA","Female",21218
"M_3_2","13","C","educ|1|6","ct_9","O","526a","CDI",1894,"tr_4","13081",40,"QB","Female",19054
"M_3_2","13","C","educ|1|6","ct_9","O","526a","CDI",2360,"tr_4","13211",22,"QA","Female",24311
"M_4_1","13","C","educ|1|6","ct_9","O","542a","CDI",1835,"tr_3","13212",32,"QB","Female",19944
"M_4_1","14","C","educ|1|6","ct_9","O","461f","CDI",1748,"tr_6","14118",41,"QA","Male",21298
"M_4_3","17","C","educ|1|6","ct_6","O","542a","CDI",1812,"tr_1","17003",42,"CM","Female",11754
"M_4_1","17","C","educ|1|6","ct_1","O","523b","CDI",1758,"tr_3","17016",43,"PZ","Female",16200
"M_4_1","17","C","educ|1|6","ct_9","O","543h","CDI",1820,"tr_5","17127",44,"GZ","Female",17447
"M_4_1","17","P","educ|1|6","ct_8","O","543h","CDI",1786,"tr_1","17332",44,"RZ","Female",17142
"M_3_2","47","C","educ|1|6","ct_1","O","422c","AUT",564,"tr_4","24520",24,"PZ","Male",17286
"M_1_2","26","C","educ|1|6","ct_3","O","526a","CDI",1674,"tr_6","26011",28,"QA","Female",19086
"M_3_2","29","P","educ|1|6","ct_8","O","563b","CDI",1096,"tr_3","29005",41,"QB","Female",8086
"M_4_1","29","C","educ|1|6","ct_9","O","543h","TTP",1293,"tr_4","29007",38,"NZ","Female",14003
"M_4_1","29","C","educ|1|6","ct_9","O","554d","CDI",1820,"tr_1","29189",48,"GZ","Female",16585
"M_4_1","29","C","educ|1|6","ct_9","O","545b","CDI",1820,"tr_1","29273",56,"KZ","Female",22175
"M_4_1","30","P","educ|1|6","ct_9","O","542a","CDI",770,"tr_1","30202",42,"NZ","Female",7661
"M_4_1","31","C","educ|1|6","ct_9","O","377a","CDI",2027,"tr_3","31069",46,"IZ","Female",24431
"M_1_2","31","P","educ|1|6","ct_9","O","461f","CDI",1469,"tr_6","31483",53,"MA","Female",17396
"M_4_1","31","C","educ|1|6","ct_9","O","461d","CDI",2200,"tr_3","31555",61,"MA","Male",26135
"M_4_2","33","C","educ|1|6","ct_1","O","532c","AUT",1824,"tr_6","33051",24,"OZ","Male",21697
"M_4_1","33","C","educ|1|6","ct_9","O","526a","CDI",1774,"tr_3","33284",55,"QB","Female",19286
"M_4_1","33","C","educ|1|6","ct_6","O","463e","CDI",1867,"tr_1","33414",42,"LZ","Female",31612
"M_3_2","33","C","educ|1|6","ct_9","O","526e","CDI",2200,"tr_2","33433",51,"QA","Female",20882
"M_1_1","34","C","educ|1|6","ct_9","O","636d","CDI",1360,"tr_2","34032",27,"IZ","Male",18781
"M_1_1","34","C","educ|1|6","ct_9","O","472c","CDI",1832,"tr_3","34032",45,"FZ","Male",24222
"M_3_1","35","C","educ|1|6","ct_6","A","632c","APP",1776,"tr_3","35281",21,"FZ","Male",14197
"M_4_1","35","P","educ|1|6","ct_8","O","526a","CDI",791,"tr_3","35327",36,"QB","Female",3862
"M_3_2","36","P","educ|1|6","ct_6","O","554a","CDI",1722,"tr_1","36086",42,"CA","Female",15034
"M_4_1","39","P","educ|1|6","ct_9","O","534a","CDI",442,"tr_1","39513",25,"DZ","Male",3266
"M_4_1","44","F","educ|1|6","ct_9","O","543g","CDI",258,"tr_1","44091",50,"KZ","Female",3686
"M_4_1","44","C","educ|1|6","ct_9","O","543f","CDI",1845,"tr_1","44169",27,"NZ","Male",18027
"M_4_1","45","C","educ|1|6","ct_8","O","435b","CDD",1820,"tr_4","45089",25,"QB","Female",12558
"M_4_2","45","C","educ|1|6","ct_9","O","633a","TTP",1097,"tr_1","45104",42,"NZ","Male",17285
"M_4_1","49","C","educ|1|6","ct_9","O","543c","CDI",1820,"tr_1","49345",35,"GZ","Female",15815
"M_3_1","54","C","educ|1|6","ct_8","O","434d","CDI",1820,"tr_5","54099",34,"QB","Female",21780
"M_3_2","56","C","educ|1|6","ct_8","O","526d","CDI",1820,"tr_3","56231",32,"QB","Male",16578
"M_3_1","54","C","educ|1|6","ct_9","A","461f","APP",546,"tr_5","57240",21,"FZ","Male",4138
"M_1_2","57","C","educ|1|6","ct_1","O","422c","CDI",2028,"tr_6","57665",44,"PZ","Female",23558
"M_1_1","59","P","educ|1|6","ct_9","O","462b","TTP",1339,"tr_2","59212",24,"NZ","Male",17447
"M_4_1","59","P","educ|1|6","ct_9","O","674a","CDI",1076,"tr_6","59216",45,"CF","Female",11271
"M_4_1","59","C","educ|1|6","ct_9","O","373d","CDI",1819,"tr_3","59350",44,"HZ","Female",46927
"M_1_2","59","C","educ|1|6","ct_9","O","543e","CDI",1820,"tr_3","59378",38,"MA","Female",16880
"M_1_2","59","C","educ|1|6","ct_9","O","674c","CDD",799,"tr_5","59410",45,"CA","Female",7626
"M_3_2","59","C","educ|1|6","ct_9","O","541b","CDI",1539,"tr_1","59453",38,"NZ","Female",19619
"M_4_3","59","C","educ|1|6","ct_9","O","373d","CDI",3000,"tr_2","59578",55,"MA","Female",42689
"M_4_1","59","P","educ|1|6","ct_8","O","525d","CDI",1638,"tr_4","59579",46,"QB","Female",12490
"M_4_1","78","C","educ|1|6","ct_9","O","374d","CDI",2200,"tr_3","59636",51,"GZ","Male",53756
"M_4_1","59","P","educ|1|6","ct_9","O","373b","CDI",1676,"tr_6","59650",40,"CL","Female",54208
"M_4_1","63","C","educ|1|6","ct_9","A","478a","APP",1241,"tr_3","63430",22,"CH","Male",11413
"M_1_1","92","C","educ|1|6","ct_9","O","479b","CDI",1795,"tr_6","64445",29,"MA","Male",28181
"M_4_1","64","C","educ|1|6","ct_9","O","542a","CDI",1820,"tr_1","64461",50,"FZ","Female",28525
"M_1_2","67","P","educ|1|6","ct_9","O","551a","CDI",571,"tr_4","67017",25,"GZ","Female",7558
"M_4_1","67","C","educ|1|6","ct_9","O","433c","CDI",1820,"tr_2","67043",39,"CM","Female",27343
"M_4_1","67","C","educ|1|6","ct_8","O","424a","CDD",1820,"tr_1","67204",30,"RZ","Male",29769
"M_4_1","67","P","educ|1|6","ct_9","O","477a","CDI",884,"tr_6","68298",36,"CJ","Male",13052
"M_4_1","68","P","educ|1|6","ct_8","O","431f","CDI",1348,"tr_5","68374",30,"QA","Female",21687
"M_4_1","69","P","educ|1|6","ct_9","O","684a","CDI",1298,"tr_3","69081",42,"NZ","Female",10681
"M_4_1","69","C","educ|1|6","ct_9","O","384a","CDI",1820,"tr_1","69256",41,"CK","Male",31757
"M_3_2","69","C","educ|1|6","ct_9","O","461f","CDI",1827,"tr_1","69259",58,"NZ","Female",23411
"M_4_1","69","C","educ|1|6","ct_9","O","475b","CDI",1819,"tr_6","69291",43,"DZ","Female",36115
"M_4_1","71","C","educ|1|6","ct_9","O","373a","CDI",2200,"tr_6","71399",41,"CK","Male",51732
"M_4_1","71","C","educ|1|6","ct_6","O","632g","CDI",1865,"tr_1","71443",27,"FZ","Male",33950
"M_1_2","74","P","educ|1|6","ct_2","O","524c","AUT",1260,"tr_3","74010",36,"OZ","Female",13349
"M_4_1","92","C","educ|1|6","ct_9","O","353c","TOA",144,"tr_0","74011",55,"JA","Female",3485
"M_4_2","74","C","educ|1|6","ct_9","O","463b","CDI",2028,"tr_1","74213",26,"FZ","Male",32350
"M_1_2","74","C","educ|1|6","ct_9","O","561c","CDI",1305,"tr_1","74267",28,"IZ","Female",12703
"M_4_1","75","C","educ|1|6","ct_9","O","373d","CDI",2004,"tr_1","75113",31,"MC","Female",40992
"M_4_1","75","C","educ|1|6","ct_9","O","465a","CDI",1820,"tr_3","75115",25,"JA","Male",19053
"M_1_2","75","C","educ|1|6","ct_9","O","461d","CDI",1820,"tr_1","75117",51,"KZ","Female",14947
"M_4_1","75","C","educ|1|6","ct_8","O","461f","CDI",1820,"tr_3","75118",42,"SZ","Female",36356
"M_1_2","75","P","educ|1|6","ct_8","O","431f","CDI",1703,"tr_6","75119",28,"QA","Female",23955
"M_4_1","76","P","educ|1|6","ct_8","O","435b","CDI",1066,"tr_2","76624",37,"QB","Female",15566
"M_4_1","95","C","educ|1|6","ct_9","O","466b","CDI",1820,"tr_3","77083",35,"HZ","Female",26278
"M_4_1","22","C","educ|1|6","ct_9","A","461b","APP",1823,"tr_5","77204",24,"JC","Male",18305
"M_4_1","91","C","educ|1|6","ct_9","O","467a","CDI",1787,"tr_5","77373",52,"KZ","Female",30314
"M_4_1","78","C","educ|1|6","ct_8","O","421b","CDI",1820,"tr_2","78311",47,"PZ","Female",25330
"M_4_1","92","C","educ|1|6","ct_8","O","373d","CDI",2841,"tr_1","78311",41,"SZ","Female",53663
"M_4_1","78","C","educ|1|6","ct_8","O","434d","CDI",1821,"tr_4","78358",29,"QB","Female",17362
"M_4_4","78","C","educ|1|6","ct_2","O","421b","AUT",1924,"tr_2","78545",24,"PZ","Female",26743
"M_4_1","75","P","educ|1|6","ct_9","O","543g","CDD",871,"tr_4","78586",38,"JC","Female",30963
"M_4_1","83","C","educ|1|6","ct_8","O","541b","CDI",1820,"tr_3","83061",44,"RZ","Female",19122
"M_4_3","83","P","educ|1|6","ct_9","O","551a","CDI",1579,"tr_4","83069",47,"GZ","Female",13147
"M_4_1","83","C","educ|1|6","ct_9","O","481b","CDI",1827,"tr_3","83137",46,"FZ","Male",28194
"M_3_2","88","C","educ|1|6","ct_3","O","526a","CDI",1820,"tr_6","88209",53,"QA","Female",19938
"M_3_2","75","C","educ|1|6","ct_9","O","462b","CDI",2028,"tr_0","91377",43,"CB","Female",27514
"M_4_1","92","P","educ|1|6","ct_8","O","422e","CDI",1711,"tr_5","92026",42,"PZ","Female",17403
"M_1_1","92","C","educ|1|6","ct_9","O","461d","CDI",1774,"tr_6","92072",41,"KZ","Male",34227
"M_4_2","59","C","educ|1|6","ct_9","O","553c","CDI",1956,"tr_4","93010",53,"GZ","Male",20821
"M_4_1","75","C","educ|1|6","ct_9","O","372a","CDI",2087,"tr_4","93048",43,"MA","Male",38821
"M_4_1","93","C","educ|1|6","ct_9","O","433d","CDI",1820,"tr_2","93051",32,"GZ","Female",15781
"M_1_2","92","C","educ|1|6","ct_9","O","543g","CDI",1820,"tr_1","94034",54,"LZ","Female",29070
"M_4_1","94","C","educ|1|6","ct_5","O","641b","CDI",1824,"tr_6","94042",35,"HZ","Male",30917
"M_1_2","78","C","educ|1|6","ct_9","O","461b","CDI",1814,"tr_3","95268",30,"NZ","Female",28307
"M_2_0","06","C","educ|1|7","ct_6","O","554a","CDI",2057,"tr_1","06004",57,"GZ","Female",19128
"M_4_1","93","C","educ|1|7","ct_9","O","373c","CDI",1848,"tr_3","06029",36,"CC","Male",47198
"M_4_2","06","C","educ|1|7","ct_3","O","431f","CDI",802,"tr_6","06088",23,"QA","Female",9848
"M_1_2","35","C","educ|1|7","ct_9","O","561d","CDI",1572,"tr_1","12208",37,"IZ","Female",20729
"M_4_1","16","C","educ|1|7","ct_9","O","376c","CDI",1797,"tr_3","16015",35,"KZ","Female",28373
"M_4_2","21","P","educ|1|7","ct_6","O","467a","CDI",2028,"tr_1","21308",23,"KZ","Male",39639
"M_4_1","76","C","educ|1|7","ct_9","O","552a","CDI",1833,"tr_3","27681",37,"GZ","Female",16949
"M_4_1","29","P","educ|1|7","ct_6","O","433d","CDI",1458,"tr_1","29039",42,"GZ","Female",16349
"M_4_1","30","C","educ|1|7","ct_9","O","451a","CDI",1820,"tr_1","30023",61,"HZ","Female",20602
"M_4_1","31","C","educ|1|7","ct_9","O","543g","CDI",2200,"tr_5","31273",32,"LZ","Female",23879
"M_4_1","33","C","educ|1|7","ct_9","O","632f","CDI",1792,"tr_1","33002",41,"FZ","Male",22207
"M_4_4","69","C","educ|1|7","ct_9","O","461d","CDI",2750,"tr_4","33550",31,"MA","Male",37889
"M_4_2","34","C","educ|1|7","ct_9","O","553c","TTP",2206,"tr_2","34145",33,"NZ","Male",17250
"M_3_2","41","C","educ|1|7","ct_9","O","542a","CDI",1391,"tr_2","34309",44,"NZ","Female",29785
"M_3_2","37","C","educ|1|7","ct_7","O","563c","CDI",781,"tr_1","37060",34,"TZ","Female",7719
"M_4_1","69","C","educ|1|7","ct_9","O","466a","CDI",1835,"tr_6","38140",49,"HZ","Female",33709
"M_4_1","64","C","educ|1|7","ct_9","X","478a","AUT",401,"tr_1","40279",25,"JC","Male",3076
"M_4_1","44","C","educ|1|7","ct_6","O","344d","CDI",386,"tr_1","44162",29,"GZ","Female",13124
"M_3_2","49","C","educ|1|7","ct_9","O","622a","TTP",842,"tr_1","49277",26,"NZ","Male",15434
"M_4_1","56","C","educ|1|7","ct_8","O","434d","CDI",1733,"tr_3","56178",29,"QB","Female",15731
"M_4_1","57","C","educ|1|7","ct_8","O","526a","CDI",950,"tr_4","57306",27,"QA","Female",9022
"M_3_2","57","P","educ|1|7","ct_9","O","433a","CDI",952,"tr_3","57658",41,"QA","Female",9734
"M_4_1","59","P","educ|1|7","ct_8","X","435b","AUT",676,"tr_4","59153",36,"QB","Male",3018
"M_4_2","59","C","educ|1|7","ct_9","O","386e","CDI",2200,"tr_6","59155",49,"CC","Male",56180
"M_4_1","59","C","educ|1|7","ct_8","O","434d","CDI",1478,"tr_4","59234",29,"QB","Female",18443
"M_4_1","38","P","educ|1|7","ct_9","O","374c","CDI",1143,"tr_6","59299",48,"MA","Male",32374
"M_1_2","59","C","educ|1|7","ct_8","O","421b","CDI",1820,"tr_2","59512",33,"PZ","Female",23287
"M_1_2","62","C","educ|1|7","ct_8","O","431f","CDI",1820,"tr_4","62534",53,"QB","Female",37870
"M_4_1","92","C","educ|1|7","ct_9","O","479b","CDI",1795,"tr_6","64189",29,"MA","Male",25149
"M_4_1","67","C","educ|1|7","ct_8","O","434d","CDI",1820,"tr_1","67454",33,"QB","Female",18313
"M_1_1","69","C","educ|1|7","ct_9","O","423b","CDI",1592,"tr_4","69211",41,"JC","Male",21860
"M_2_0","69","C","educ|1|7","ct_9","O","433d","CDI",1812,"tr_1","69387",20,"GZ","Female",14380
"M_1_2","74","C","educ|1|7","ct_8","O","461f","CDI",1825,"tr_5","74173",24,"QB","Female",21541
"M_1_2","75","P","educ|1|7","ct_8","O","434d","CDI",1126,"tr_2","75111",36,"QB","Female",15988
"M_4_1","92","C","educ|1|7","ct_9","O","352a","CDD",1820,"tr_3","75114",40,"JA","Male",60053
"M_3_2","75","F","educ|1|7","ct_9","O","465b","TOA",439,"tr_1","75115",31,"JA","Female",26431
"M_1_1","75","C","educ|1|7","ct_6","O","623e","CDI",2028,"tr_1","75117",56,"MC","Male",35013
